price,initialPriceCurrency,pricePerM2,nbRooms,level,nbLevels,buildingType,totalSurface,livingSurface,dwellingsState,nbBalconies,nbBathrooms,parking,announceAuthor,housingStock,planning,kitchenSurface,ceilingHeight,region,authorsNick,url
47500,47500 €,1055.56,1,8,13,,45,,,,,,Агентство,Новострой,,,,Ботаника,Loyal-06,https://999.md/ru/80717557
41760,41760 €,870.00,1,3,9,Kирпичный,48,,Белый вариант,2,2,Подземная,Застройщик,Новострой,,,275,Чокана,COMPANIA-EXFACTOR-GRUP,https://999.md/ru/79563177
75000,75000 €,1027.40,3,5,10,,73,,Eвроремонт,1,2,,Агентство,Вторичный,,,,Ботаника,Mirax,https://999.md/ru/79339006
73950,73950 €,870.00,3,3,9,Kирпичный,85,,Белый вариант,2,2,Подземная,Застройщик,Новострой,,,275,Чокана,COMPANIA-EXFACTOR-GRUP,https://999.md/ru/79586100
56550,56550 €,870.00,2,3,9,Kирпичный,65,,Белый вариант,2,2,Подземная,Застройщик,Новострой,,,275,Чокана,COMPANIA-EXFACTOR-GRUP,https://999.md/ru/79572598
69900,69900 €,1294.44,2,5,9,Панельный,54,40,Eвроремонт,1,1,Oткрытое,Частное лицо,Вторичный,143,9,260,Чокана,ASHER,https://999.md/ru/80584270
41710,41710 €,970.00,1,4,11,,43,,,,,,Агентство,Новострой,,,,Телецентр,ApartamenteVA,https://999.md/ru/80798989
63000,63000 €,828.95,3,5,9,,76,,Eвроремонт,1,1,,Агентство,Вторичный,,,,Ботаника,kidav,https://999.md/ru/79393947
114900,114900 €,1436.25,3,5,9,,80,,Eвроремонт,,,,Агентство,Новострой,,,,Буюканы,RaduPopa-AltaImobil,https://999.md/ru/80757868
57000,57000 €,1266.67,1,8,10,,45,,Eвроремонт,1,1,Oткрытое,Агентство,Новострой,,,,Буюканы,veradi,https://999.md/ru/80869370
57800,57800 €,642.22,3,1,5,Kотельцовый,90,,Без ремонта,3,2,,Агентство,Вторичный,Индивидуальная,20,,Рышкановка,tina888888,https://999.md/ru/80248735
97500,97500 €,1598.36,2,1,9,,61,,,,,,Частное лицо,Новострой,,,,Буюканы,mkostel,https://999.md/ru/80890794
31000,31000 €,911.76,1,3,4,Kотельцовый,34,,,1,1,,Агентство,Вторичный,,7,,Ботаника,tina888888,https://999.md/ru/80658771
32500,32500 €,955.88,1,4,9,Панельный,34,17,Cерый вариант,1,1,,Агентство,Вторичный,Варц (Варницкая),7,,Чокана,tina888888,https://999.md/ru/79629496
36300,36300 €,1067.65,1,8,9,Панельный,34,,,1,1,,Агентство,Вторичный,135,,,Скулянка,tina888888,https://999.md/ru/80482838
22785,24500 $,599.61,2,1,2,Kотельцовый,38,,Нуждается в ремонте,,1,Oткрытое,Агентство,Вторичный,Индивидуальная,,,Центр,Connect1414,https://999.md/ru/80836930
45900,45900 €,834.55,2,4,4,,55,,Белый вариант,1,2,Oткрытое,Агентство,Новострой,Индивидуальная,,,Дурлешты,Loyal-Ciocana,https://999.md/ru/80383147
31900,31900 €,911.43,1,1,5,Панельный,35,17,Нуждается в ремонте,1,1,,Агентство,Вторичный,Мс (Молд. Серия),,,Ботаника,tina888888,https://999.md/ru/79601580
36500,36500 €,960.53,1,4,5,Kотельцовый,38,,Eвроремонт,2,1,Oткрытое,Агентство,Вторичный,,7,,Рышкановка,tina888888,https://999.md/ru/78658559
90500,90500 €,1222.97,2,1,9,,74,74,Eвроремонт,,2,Oткрытое,Частное лицо,Новострой,,14,260,Буюканы,Energy01,https://999.md/ru/78644910
49900,49900 €,792.06,2,7,9,Kомбинированный,63,,Белый вариант,,1,,Агентство,Новострой,,,,Дурлешты,MAX-49,https://999.md/ru/79365880
62000,62000 €,1000.00,2,1,5,Kотельцовый,62,,Косметический pемонт,,1,Oткрытое,Агентство,Вторичный,Индивидуальная,,,Скулянка,connect0909,https://999.md/ru/80489337
28500,28500 €,950.00,1,13,16,,30,,Косметический pемонт,1,1,Oткрытое,Агентство,Вторичный,,,,Чокана,Loyal-Ciocana,https://999.md/ru/80409445
36500,36500 €,960.53,1,4,5,Kотельцовый,38,,Индивидуальный дизайн,2,1,,Агентство,Вторичный,,7,,Рышкановка,tina888888,https://999.md/ru/80269941
87000,87000 €,1380.95,3,1,7,Kомбинированный,63,,Eвроремонт,,1,Oткрытое,Агентство,Новострой,Индивидуальная,,,Телецентр,Tudorsss,https://999.md/ru/79095332
116900,116900 €,1443.21,3,5,10,Kомбинированный,81,,Eвроремонт,,2,,Агентство,Новострой,Индивидуальная,,,Буюканы,st09,https://999.md/ru/80542846
43500,43500 €,906.25,1,1,9,Kирпичный,48,,Белый вариант,1,2,Подземная,Агентство,Новострой,Индивидуальная,,,Буюканы,st09,https://999.md/ru/80851651
37800,37800 €,1050.00,1,3,15,,36,,Косметический pемонт,1,2,Oткрытое,Агентство,Вторичный,,,,Центр,st09,https://999.md/ru/80542376
48000,48000 €,1000.00,1,16,20,Kирпичный,48,,Белый вариант,1,1,,Агентство,Новострой,Индивидуальная,,,Чокана,st09,https://999.md/ru/80296364
50000,50000 €,1000.00,1,4,10,Kирпичный,50,50,Белый вариант,1,2,Подземная,Застройщик,Новострой,Индивидуальная,,280,Чокана,st09,https://999.md/ru/80455701
59400,59400 €,900.00,2,1,9,Kирпичный,66,,Белый вариант,,,,Агентство,Новострой,Индивидуальная,,,Буюканы,st09,https://999.md/ru/78647723
26000,26000 €,866.67,,1,7,Kотельцовый,30,,Белый вариант,,1,,Застройщик,Новострой,Индивидуальная,,,Буюканы,st09,https://999.md/ru/79298575
69600,69600 €,940.54,2,4,10,Kирпичный,74,,Белый вариант,,1,Подземная,Агентство,Новострой,Индивидуальная,,,Буюканы,st09,https://999.md/ru/78458619
31900,31900 €,966.67,1,1,5,Kотельцовый,33,17,Нуждается в ремонте,1,1,,Агентство,Вторичный,Брж (Брежневка),6,,Ботаника,tina888888,https://999.md/ru/79629789
45500,45500 €,947.92,1,8,11,,48,,Белый вариант,1,1,Oткрытое,Агентство,Новострой,Индивидуальная,,,Чокана,Loyal-09,https://999.md/ru/79892287
198500,198500 €,1837.96,3,9,16,Бетон,108,70,Eвроремонт,2,2,Гараж,Агентство,Новострой,,20,3200,Центр,BCLIMOBIL,https://999.md/ru/75410355
87000,87000 €,1087.50,3,13,16,,80,,Eвроремонт,1,1,Oткрытое,Агентство,Новострой,Индивидуальная,,,Ботаника,Loyal-09,https://999.md/ru/79182650
77900,77900 €,1391.07,2,16,17,,56,,Eвроремонт,,1,Oткрытое,Агентство,Новострой,Индивидуальная,,,Центр,BCLIMOBIL,https://999.md/ru/78276530
92000,92000 €,968.42,3,9,12,,95,,Белый вариант,2,2,Oткрытое,Агентство,Новострой,Индивидуальная,,,Чокана,Loyal-09,https://999.md/ru/79977880
36800,36800 €,994.59,1,4,5,Kотельцовый,37,18,Eвроремонт,2,1,,Частное лицо,Вторичный,Индивидуальная,,,Рышкановка,alena11aaa-74,https://999.md/ru/80891515
69800,69800 €,1342.31,2,6,17,,52,,Eвроремонт,1,1,,Агентство,Новострой,Индивидуальная,,,Ботаника,BCLIMOBIL,https://999.md/ru/78561064
54000,54000 €,1038.46,2,3,12,Панельный,52,30,Косметический pемонт,1,2,Oткрытое,Агентство,Вторичный,,,,Ботаника,BCLIMOBIL,https://999.md/ru/79817568
28900,28900 €,555.77,3,10,11,Kомбинированный,52,,Косметический pемонт,1,2,Oткрытое,Агентство,Новострой,Индивидуальная,,,Ботаника,Connect1414,https://999.md/ru/80838071
58500,58500 €,900.00,2,7,14,,65,,Белый вариант,1,2,Под навесом,Агентство,Новострой,,,,Центр,-Estate-,https://999.md/ru/80157293
129900,129900 €,1299.00,3,2,10,Kирпичный,100,,Eвроремонт,2,2,Oткрытое,Агентство,Новострой,Индивидуальная,,,Старая Почта,Loyal-Ciocana,https://999.md/ru/79395225
49770,49770 €,939.06,1,4,10,Kомбинированный,53,,Белый вариант,1,1,Подземная,Агентство,Новострой,Индивидуальная,,,Чокана,connect0707,https://999.md/ru/80451469
45000,45000 €,1097.56,1,7,10,Kомбинированный,41,,Белый вариант,Нет,1,,Агентство,Новострой,Индивидуальная,,3,Буюканы,REMAX-Total,https://999.md/ru/80732684
72900,72900 €,985.14,3,6,6,Mонолитный,74,,Eвроремонт,1,1,Oткрытое,Агентство,Новострой,,,,Ботаника,BCLIMOBIL,https://999.md/ru/77572072
52900,52900 €,1102.08,2,3,5,Панельный,48,,Eвроремонт,1,1,Oткрытое,Застройщик,Вторичный,Хрущевка,,,Ботаника,BCLIMOBIL,https://999.md/ru/80201435
65500,65500 €,949.28,2,6,9,Kирпичный,69,,Белый вариант,1,1,Подземная,Агентство,Новострой,Индивидуальная,,,Буюканы,st09,https://999.md/ru/80891504
55900,55900 €,1118.00,1,2,10,,50,,Eвроремонт,2,1,Oткрытое,Частное лицо,Новострой,,12,,Дурлешты,StartVerde,https://999.md/ru/80764257
68000,68000 €,931.51,2,6,10,,73,,Белый вариант,1,2,,Частное лицо,Новострой,,,,Чокана,Alionkadom,https://999.md/ru/79427707
63000,63000 €,1188.68,2,5,9,Блочный,53,,Eвроремонт,1,1,Oткрытое,Агентство,Вторичный,143,,,Чокана,Loyal-Ciocana,https://999.md/ru/80848539
56530,56530 €,958.14,2,4,12,,59,,Белый вариант,1,1,Подземная,Агентство,Новострой,,,,Рышкановка,Apartament-9999,https://999.md/ru/80540629
63700,63700 €,980.00,2,9,10,Kирпичный,65,,Белый вариант,,1,Подземная,Агентство,Новострой,,,,Буюканы,Vadim-inHub,https://999.md/ru/80891491
45000,45000 €,937.50,2,3,5,Панельный,48,,Косметический pемонт,2,2,Oткрытое,Агентство,Вторичный,,,280,Ботаника,Tudorsss,https://999.md/ru/80061569
93420,93420 €,1353.91,2,6,9,,69,,Eвроремонт,,,Подземная,Застройщик,Новострой,Индивидуальная,,,Ботаника,wele,https://999.md/ru/79878951
28400,28400 €,788.89,1,1,9,Kотельцовый,36,,Белый вариант,Нет,1,Oткрытое,Агентство,Новострой,Индивидуальная,,280,Рышкановка,MAX-01,https://999.md/ru/79908383
79900,79900 €,1141.43,2,4,10,,70,,,1,,,Частное лицо,Новострой,,,,Рышкановка,069185824,https://999.md/ru/80891474
44500,44500 €,664.18,2,5,9,Kотельцовый,67,16,Белый вариант,2,2,Oткрытое,Агентство,Новострой,Индивидуальная,13,280,Рышкановка,MAX-01,https://999.md/ru/79489151
65000,65000 €,1160.71,2,8,10,Kотельцовый,56,,Косметический pемонт,,1,,Агентство,Новострой,,,,Чокана,procopcic,https://999.md/ru/79556533
124900,124900 €,1435.63,4,9,10,,87,,Eвроремонт,1,2,,Агентство,Новострой,,,,Буюканы,Ecoimobil-Locativ,https://999.md/ru/80157024
77900,77900 €,1112.86,3,6,9,,70,,,1,2,,Агентство,Вторичный,,,,Ботаника,Ecoimobil-Locativ,https://999.md/ru/80199161
71200,71200 €,1582.22,2,10,16,,45,,Eвроремонт,1,1,Подземная,Застройщик,Новострой,,,,Ботаника,IMGarik,https://999.md/ru/80646614
22700,22700 €,986.96,1,2,5,,23,,Eвроремонт,,1,Oткрытое,Агентство,Вторичный,,,,Телецентр,Ecoimobil-Locativ,https://999.md/ru/78342944
91850,91850 €,1208.55,3,3,4,Kирпичный,76,,Eвроремонт,1,1,Oткрытое,Агентство,Новострой,Индивидуальная,,260,Буюканы,newdoor8040,https://999.md/ru/77777343
185000,185000 €,1178.34,3,4,4,Kирпичный,157,,Белый вариант,1,2,Подземная,Агентство,Новострой,Индивидуальная,,,Центр,i068999900,https://999.md/ru/79270431
87000,87000 €,1380.95,3,1,7,,63,,Eвроремонт,,1,Oткрытое,Агентство,Новострой,,,,Центр,Mirax,https://999.md/ru/78145916
96900,96900 €,1404.35,3,2,9,,69,,Eвроремонт,,1,,Агентство,Новострой,,,,Буюканы,Ecoimobil-Locativ,https://999.md/ru/80491541
82900,82900 €,1167.61,2,5,9,,71,,Белый вариант,1,1,Oткрытое,Застройщик,Новострой,,,,Ботаника,davids-capital,https://999.md/ru/75065554
104000,104000 €,1223.53,3,1,9,,85,,Eвроремонт,1,2,,Агентство,Вторичный,,,,Рышкановка,Mirax,https://999.md/ru/78922278
48900,48900 €,1040.43,2,7,10,,47,,Белый вариант,,1,,Агентство,Новострой,,,,Буюканы,Ecoimobil-Locativ,https://999.md/ru/80175112
90900,90900 €,1420.31,2,2,6,,64,,Белый вариант,1,2,,Агентство,Новострой,,,,Рышкановка,Mirax,https://999.md/ru/79750171
18500,18500 €,740.00,1,5,5,Kотельцовый,25,,Eвроремонт,,1,Oткрытое,Агентство,Вторичный,Индивидуальная,,300,Рышкановка,MAX-01,https://999.md/ru/80405881
54900,54900 €,915.00,3,5,5,Kотельцовый,60,60,Eвроремонт,,,Oткрытое,Частное лицо,Вторичный,,,,Рышкановка,gabrielvischiu-1,https://999.md/ru/80881066
58700,58700 €,1197.96,2,2,5,Kотельцовый,49,,Eвроремонт,1,1,Oткрытое,Агентство,Вторичный,,,,Ботаника,connect0707,https://999.md/ru/80543636
27900,27900 €,820.59,1,4,9,,34,,Косметический pемонт,,1,Oткрытое,Агентство,Вторичный,,,,Ботаника,Loyal-04,https://999.md/ru/80397279
18000,18000 €,782.61,,1,5,Kотельцовый,23,,Косметический pемонт,,1,Oткрытое,Агентство,Вторичный,,,2800,Буюканы,Connect6767,https://999.md/ru/80835085
35000,35000 €,972.22,1,6,10,Бетон,36,30,Индивидуальный дизайн,1,1,Oткрытое,Частное лицо,Вторичный,Мс (Молд. Серия),12,250,Чокана,vitek87788,https://999.md/ru/80721460
63900,63900 €,1521.43,2,10,12,Kотельцовый,42,,,,1,Oткрытое,Частное лицо,Новострой,Индивидуальная,,,Телецентр,mercedes87,https://999.md/ru/80112692
35000,35000 €,972.22,1,6,10,,36,31,Индивидуальный дизайн,,,Oткрытое,Частное лицо,Вторичный,Мс (Молд. Серия),12,250,Чокана,vitek87788,https://999.md/ru/80826124
69000,69000 €,1061.54,2,6,12,,65,31,Белый вариант,,1,Oткрытое,Агентство,Новострой,,17,275,Ботаника,cimprim,https://999.md/ru/80693645
62900,62900 €,1048.33,2,6,9,,60,,Eвроремонт,1,2,,Частное лицо,Вторичный,143,,,Чокана,grosumarcel193,https://999.md/ru/80545384
56960,56960 €,890.00,2,8,15,,64,,Белый вариант,1,1,Подземная,Агентство,Новострой,,,,Центр,-Estate-,https://999.md/ru/80107102
101000,101000 €,701.39,3,2,9,Kотельцовый,144,76,Cерый вариант,3,3,Подземная,Частное лицо,Новострой,Индивидуальная,,280,Телецентр,selcom,https://999.md/ru/80891398
39800,39800 €,995.00,2,3,4,Kотельцовый,40,40,Косметический pемонт,1,1,Oткрытое,Частное лицо,Вторичный,Индивидуальная,6,260,Ботаника,victoroctavia2,https://999.md/ru/80738100
42000,42000 €,1272.73,1,4,5,,33,,Eвроремонт,,1,Oткрытое,Агентство,Вторичный,Мс (Молд. Серия),,,Ботаника,accesimobil211,https://999.md/ru/80384947
62500,62500 €,1041.67,2,13,17,Kомбинированный,60,,Белый вариант,1,1,Oткрытое,Агентство,Новострой,,,,Ботаника,accesimobil211,https://999.md/ru/79121915
50000,50000 €,1111.11,1,11,14,,45,,Белый вариант,1,1,,Агентство,Новострой,,,,Центр,Ecoimobil-Locativ,https://999.md/ru/80444654
72930,72930 €,935.00,3,7,9,,78,,Белый вариант,1,2,,Агентство,Новострой,,,,Буюканы,Mirax,https://999.md/ru/80301853
46500,46500 €,1056.82,2,4,5,,44,,Eвроремонт,,,,Застройщик,Вторичный,Брж (Брежневка),,,Старая Почта,InHub25,https://999.md/ru/80805017
227000,227000 €,1297.14,4,2,6,,175,,Eвроремонт,3,2,Гараж,Агентство,Новострой,Индивидуальная,,,Центр,REALIST-MD,https://999.md/ru/79820627
65450,65450 €,850.00,2,4,9,,77,,Белый вариант,1,1,Oткрытое,Застройщик,Новострой,,,,Чокана,davids-capital,https://999.md/ru/75317765
73000,73000 €,858.82,3,3,19,,85,,Белый вариант,2,2,Oткрытое,Агентство,Новострой,,,,Чокана,REALIST-MD,https://999.md/ru/79798907
112500,112500 €,1875.00,2,15,15,,60,,Eвроремонт,1,1,Oткрытое,Агентство,Новострой,,,,Рышкановка,Ecoimobil-Locativ,https://999.md/ru/79974147
33582,33582 €,987.71,1,3,9,,34,,Белый вариант,1,1,Oткрытое,Агентство,Новострой,,,,Буюканы,REALIST-MD,https://999.md/ru/79881356
128400,128400 €,1200.00,4,1,5,,107,,,,,,Агентство,Новострой,,,,Центр,REALIST-MD,https://999.md/ru/80385106
74900,74900 €,680.91,5,1,9,Mонолитный,110,,Косметический pемонт,3,2,Oткрытое,Агентство,Вторичный,143,,,Чокана,REALIST-MD,https://999.md/ru/79362112
69700,69700 €,1181.36,2,5,11,,59,,Белый вариант,1,1,,Агентство,Новострой,,,,Рышкановка,Mirax,https://999.md/ru/80824900
92900,92900 €,1272.60,3,2,17,,73,,Eвроремонт,1,2,Oткрытое,Агентство,Новострой,,,,Центр,Ecoimobil-Locativ,https://999.md/ru/79877682
32900,32900 €,822.50,1,5,7,Kотельцовый,40,,Незавершенное cтроительство,1,1,Oткрытое,Агентство,Новострой,Индивидуальная,,,Ботаника,Acces039,https://999.md/ru/78991840
83900,83900 €,1165.28,2,11,11,,72,,Eвроремонт,1,2,,Агентство,Новострой,,,,Телецентр,Mirax,https://999.md/ru/80825692
53000,53000 €,898.31,2,3,9,,59,,Белый вариант,2,2,Oткрытое,Агентство,Новострой,,,,Дурлешты,REALIST-MD,https://999.md/ru/79115149
77600,77600 €,1492.31,1,9,14,Kирпичный,52,,Eвроремонт,1,1,Подземная,Агентство,Новострой,Индивидуальная,,,Ботаника,MAX-17,https://999.md/ru/79354575
55900,55900 €,1140.82,1,12,12,,49,,Белый вариант,1,1,Oткрытое,Агентство,Новострой,,,,Рышкановка,Ecoimobil-Locativ,https://999.md/ru/78169419
82900,82900 €,845.92,3,1,17,,98,,Белый вариант,1,1,,Агентство,Новострой,,,,Ботаника,Mirax,https://999.md/ru/79284788
56900,56900 €,824.64,3,2,9,,69,,Косметический pемонт,,2,Oткрытое,Агентство,Вторичный,143,,,Ботаника,Ecoimobil-Locativ,https://999.md/ru/79055317
83000,83000 €,1169.01,3,11,11,,71,,Eвроремонт,1,1,Oткрытое,Агентство,Новострой,,,,Телецентр,REALIST-MD,https://999.md/ru/80489695
53900,53900 €,1197.78,1,9,10,Kотельцовый,45,,Eвроремонт,1,1,Oткрытое,Агентство,Новострой,Индивидуальная,,,Буюканы,SimpluImobil,https://999.md/ru/78829829
53400,53400 €,1186.67,2,11,16,,45,,Белый вариант,1,1,Oткрытое,Застройщик,Новострой,,,,Ботаника,IMGarik,https://999.md/ru/79447777
50000,50000 €,1136.36,1,7,14,,44,,Белый вариант,1,1,,Застройщик,Новострой,,,,Буюканы,construction-bmb,https://999.md/ru/80891382
54900,54900 €,1016.67,2,1,9,,54,,,,,,Застройщик,Вторичный,,,,Чокана,CiobanuJana,https://999.md/ru/80700121
69900,69900 €,998.57,3,4,9,Панельный,70,,Косметический pемонт,1,2,Oткрытое,Агентство,Вторичный,143,,,Ботаника,Loyal-04,https://999.md/ru/79926600
36500,36500 €,793.48,2,5,5,,46,,,2,,,Застройщик,Вторичный,,,,Рышкановка,CiobanuJana,https://999.md/ru/80684706
77900,77900 €,1693.48,2,2,9,Kирпичный,46,,Eвроремонт,1,1,Подземная,Агентство,Новострой,,,,Буюканы,Connect-Imobil,https://999.md/ru/80774756
48500,48500 €,1054.35,2,1,5,Kотельцовый,46,,Косметический pемонт,1,2,Oткрытое,Агентство,Вторичный,,,,Ботаника,connect0707,https://999.md/ru/80539689
77400,77400 €,1488.46,2,12,16,,52,,Eвроремонт,1,1,Подземная,Агентство,Новострой,,,,Ботаника,Connect-Imobil,https://999.md/ru/80811859
137000,137000 €,1370.00,3,8,10,,100,,Индивидуальный дизайн,1,2,Oткрытое,Частное лицо,Новострой,,,,Буюканы,ApartamenteVA,https://999.md/ru/80670461
95000,95000 €,1862.75,1,9,9,Kотельцовый,51,,Индивидуальный дизайн,,1,Подземная,Агентство,Новострой,,,,Ботаника,bestapartments,https://999.md/ru/80271528
48500,48500 €,950.98,1,6,12,Kирпичный,51,,Белый вариант,1,2,Подземная,Агентство,Новострой,,,,Чокана,-Estate-,https://999.md/ru/79785260
35000,35000 €,833.33,2,1,5,,42,,,,,,Агентство,Вторичный,,,,Ботаника,Dmitri243,https://999.md/ru/80017876
94000,94000 €,1342.86,2,15,16,,70,,,,,,Агентство,Новострой,,,,Телецентр,Dmitri243,https://999.md/ru/80012958
53900,53900 €,829.23,2,10,16,Mонолитный,65,,Eвроремонт,1,1,Oткрытое,Агентство,Вторичный,,,,Ботаника,7ilverbird,https://999.md/ru/80891340
51950,51950 €,1039.00,1,2,14,,50,,Белый вариант,1,1,Подземная,Агентство,Новострой,,,,Центр,-Estate-,https://999.md/ru/80476228
82900,82900 €,1151.39,3,11,11,,72,,Индивидуальный дизайн,1,2,,Частное лицо,Новострой,,,,Телецентр,aanatolii818,https://999.md/ru/78851413
44500,44500 €,1011.36,1,3,11,,44,,Белый вариант,1,1,,Агентство,Новострой,,,,Телецентр,connect0707,https://999.md/ru/80825642
38690,38690 €,967.25,1,4,12,,40,,Белый вариант,1,1,Подземная,Агентство,Новострой,,,,Центр,Apartament-9999,https://999.md/ru/80506766
68530,68530 €,890.00,3,6,14,,77,,Белый вариант,1,2,Подземная,Агентство,Новострой,,,,Центр,Apartament-9999,https://999.md/ru/79752711
195000,195000 €,1500.00,2,12,12,,130,,,,,,Агентство,Новострой,,,,Центр,Dmitri243,https://999.md/ru/79662556
35000,35000 €,972.22,1,4,6,,36,,,1,1,Гараж,Агентство,Вторичный,,,,Буюканы,REALIST-MD,https://999.md/ru/78521992
129900,129900 €,1367.37,2,5,9,,95,,Eвроремонт,1,2,,Агентство,Вторичный,,,,Рышкановка,Mirax,https://999.md/ru/78185068
51000,51000 €,1000.00,1,3,12,,51,,Белый вариант,,1,Oткрытое,Агентство,Новострой,,,,Чокана,REALIST-MD,https://999.md/ru/79537290
120000,120000 €,1111.11,3,7,15,,108,,Eвроремонт,,1,Oткрытое,Агентство,Новострой,,,,Ботаника,Ecoimobil-Locativ,https://999.md/ru/79896300
62500,62500 €,1116.07,2,1,3,Kотельцовый,56,,Eвроремонт,,1,Oткрытое,Агентство,Новострой,Индивидуальная,,,Дурлешты,MAX-17,https://999.md/ru/80286130
38800,38800 €,760.78,2,4,10,,51,,Белый вариант,1,1,Подземная,Агентство,Новострой,Индивидуальная,,,Старая Почта,REALIST-MD,https://999.md/ru/80159868
53500,53500 €,713.33,3,1,5,Kотельцовый,75,,Косметический pемонт,,1,Oткрытое,Агентство,Вторичный,Индивидуальная,,,Телецентр,acces7823,https://999.md/ru/80563797
92500,92500 €,1541.67,2,4,9,,60,,,,,,Агентство,Новострой,,,,Центр,GusovschiRealEstate,https://999.md/ru/80216687
68900,68900 €,1013.24,3,1,9,Панельный,68,,Eвроремонт,2,2,Oткрытое,Агентство,Вторичный,143,,,Центр,purimobil,https://999.md/ru/78173437
25000,25000 €,714.29,1,2,5,Kотельцовый,35,,,,,Oткрытое,Агентство,Вторичный,,,,Ботаника,toprealestatechisinau,https://999.md/ru/80772330
92000,92000 €,1415.38,2,3,9,,65,,,,,,Агентство,Новострой,,,,Центр,Imobiola,https://999.md/ru/79639794
64500,64500 €,1290.00,2,5,9,,50,,,1,2,,Застройщик,Новострой,,,,Ботаника,InHub25,https://999.md/ru/80806002
275000,275000 €,1410.26,3,10,10,,195,,Белый вариант,,3,Oткрытое,Агентство,Новострой,,,,Буюканы,REALIST-MD,https://999.md/ru/79534020
149000,149000 €,1173.23,3,4,9,Kотельцовый,127,,Eвроремонт,1,2,Oткрытое,Агентство,Новострой,Индивидуальная,,,Центр,MAX-17,https://999.md/ru/80797684
27000,27000 €,900.00,1,2,5,Kотельцовый,30,,Нуждается в ремонте,,1,Oткрытое,Агентство,Вторичный,Индивидуальная,,,Рышкановка,MAX-17,https://999.md/ru/80392551
110290,110290 €,1451.18,2,8,10,,76,,Eвроремонт,1,1,Oткрытое,Агентство,Новострой,Индивидуальная,,,Ботаника,REALIST-MD,https://999.md/ru/74758650
280000,280000 €,1647.06,3,3,6,Kотельцовый,170,,Eвроремонт,2,1,Oткрытое,Агентство,Новострой,Индивидуальная,,,Центр,MAX-17,https://999.md/ru/79446455
